,ALGO,AENO,LSST,SRNA,ELLT,AMRP,OTCS,HETT,HUXZ,DUCT,SMAH,NPCK,MSDP,EORC,CUBO,HRET,ANSO,DIHO,RTTH,SPLZ,NWIG,MMBT,MDGI,AGVF,RRES,CTGI,ALUT,ACAC,SRTX,GARI,RCRI,ACIX,CCNS,MTNS,IHOZ,NAYO,FWWG,EELT,HRND,AETS,ULXY,BLBT,BENI,ITPA,HTRK,NGTE,ILVX,FCSG,FARS,MHRM,EAFC
SMAH,9.600968017698067e-05,9.763747429107077e-05,0.00010332877685289066,8.763053549772193e-05,4.9434490824285364e-05,0.00011535692552749377,8.530920034114797e-05,6.61506363657834e-05,0.00011750601531999032,0.0001492852482729068,0.00045522887416650195,8.983857005432756e-05,9.564963077827428e-05,8.709000304134327e-05,8.452849119147045e-05,7.991967334238636e-05,8.342284928939241e-05,8.872745022823695e-05,5.032814768412993e-05,0.0001075317479226037,7.610280636156693e-05,9.622440492769544e-05,8.913560724485434e-05,5.316957628274867e-05,0.00011053902213596393,6.531204655821278e-05,5.365674468543716e-05,0.00010429696380686858,0.00012903457187451415,0.0001004128112370614,9.507306960013214e-05,7.016609098874011e-05,6.113320979102438e-05,9.682474571930711e-05,0.0001232803086687801,7.822804641316043e-05,7.887344424654926e-05,6.656245527011451e-05,3.862702373252174e-05,8.528053792440274e-05,0.00016012759629476398,5.9528460093275066e-05,7.033828731162835e-05,6.800782066647265e-05,0.0001165585249420004,0.00012094829905190352,8.814175076284021e-05,9.83195877302671e-05,3.819030481603639e-05,7.872232077545716e-05,7.665464502639077e-05
NPCK,7.862781063176712e-05,9.553263156796239e-05,0.000122425388111326,7.562246283015032e-05,3.8020322589180945e-05,0.00010774155009698458,9.711172094566799e-05,6.970877169511307e-05,7.968038429877673e-05,0.00010098000235142168,8.983857005432756e-05,0.0003264979342303531,8.682568359664223e-05,0.0001168448944236707,9.514705328511989e-05,8.015472462966573e-05,5.95133768034148e-05,5.3596855788628215e-05,8.409588800447349e-05,5.943718757744493e-05,9.465544785201957e-05,4.058697822474265e-05,8.341649314944247e-05,8.617583767073735e-05,4.0871123580381214e-05,5.692061658414002e-05,4.5508680208419875e-05,0.00010955426606279533,0.00011839321763809913,9.229731606110424e-05,7.261735923754889e-05,5.5699259243564505e-05,3.061969578196659e-05,0.0001087189377490158,0.00010918836405278481,4.59622252481049e-05,5.761213518443239e-05,6.3576881965996e-05,3.51906001050079e-05,9.986697782789896e-05,0.00010980667845228723,3.312786657780578e-05,6.728983894422697e-05,4.606956191120364e-05,9.598713513945755e-05,8.63570458513931e-05,9.825712834210943e-05,5.649011522574111e-05,3.615287813558783e-05,4.049364218394285e-05,9.402193919886076e-05
MSDP,0.000105628033255623,5.676555574038634e-05,7.720704303141245e-05,9.01825095914196e-05,8.801783999554667e-05,6.664425215268282e-05,7.772797700123715e-05,7.087713554850708e-05,9.409378637228518e-05,0.00011837801698607151,9.564963077827428e-05,8.682568359664223e-05,0.0004944004881827783,0.00010378285127766818,8.370295004556798e-05,7.175787424455315e-05,8.25534858421423e-05,8.795178168257109e-05,0.0001651390956176743,0.0002103715343003687,6.744725849483576e-05,0.00012052325929648675,7.366166888921622e-05,7.066388473656875e-05,0.0001236669978704536,0.00011420820777219652,0.00010732094024135164,8.943947088870232e-05,4.643349033502433e-05,0.00013450322793539117,0.0001632634947799119,9.275693064713006e-05,0.00010088641075856813,9.818082733372777e-05,6.0019979275890077e-05,0.0001179340564339717,9.567455100406267e-05,0.00011620981785602123,8.061222585592516e-05,0.00016133855518947135,0.00010001953488959432,8.0065146540278e-05,6.385072802839348e-05,0.00010531130108553546,9.792175034167287e-05,9.722543044519872e-05,7.852892902019746e-05,0.00011079171680895367,6.574036581681093e-05,0.0001847745698114859,0.0002019929170435314
EORC,9.259270244170751e-05,0.00011701430020559164,0.0001064632248341162,7.9580807996744e-05,6.53881920879317e-05,0.00013429302695013807,0.00010173833774740117,7.348471028100326e-05,8.9244400733617e-05,0.00012664331410581245,8.709000304134327e-05,0.0001168448944236707,0.00010378285127766818,0.0004971663045178134,0.00010420907370250817,5.704419557572658e-05,9.331713284773036e-05,5.733208343193634e-05,6.429958396982779e-05,0.00010434677373895498,8.498484651457935e-05,5.102015585297978e-05,5.845852784602519e-05,6.915522760896412e-05,3.2583809716283785e-05,8.710494872894448e-05,4.59525079648606e-05,0.00011286666789257284,0.00011226342317439757,9.129010285917371e-05,0.00010800017295277186,6.735584586116504e-05,5.460474190298053e-05,0.0001227933503611295,9.537578221406087e-05,9.206763600326146e-05,6.10722014174689e-05,9.212019651700835e-05,6.689800858496287e-05,0.00010936602365581736,0.00010264014518132743,3.767243697849641e-05,6.70165159988249e-05,4.556320602455686e-05,9.011138344334837e-05,0.00011655814131965458,0.00010498918884688513,7.246562944469249e-05,3.697027403375095e-05,7.65864266957781e-05,0.00010062504648720476
CUBO,8.386457781747903e-05,0.00011220142456145182,9.277231960513466e-05,8.668302558109566e-05,5.5213232722876175e-05,0.00011298169248726097,8.910672880357853e-05,7.687096873122004e-05,0.0001130839874391592,9.692286348508358e-05,8.452849119147045e-05,9.514705328511989e-05,8.370295004556798e-05,0.00010420907370250817,0.00026116037250236205,8.852441921199278e-05,8.707725509243506e-05,7.501027009874005e-05,5.777530543621162e-05,6.844668210379017e-05,0.00011574178338764244,7.047789444882803e-05,4.968411291409659e-05,7.579752750613688e-05,6.541738865203151e-05,9.06168898450453e-05,1.7324770919793892e-05,9.094269411679038e-05,0.00011475238556684984,6.955440540031902e-05,5.4892997308857137e-05,3.7900909721183895e-05,4.48339641859659e-05,0.00011898388101872566,8.683378093261862e-05,9.224036265391559e-05,7.744205503925649e-05,9.061826062017489e-05,3.33040623936271e-05,0.00010337531170391771,0.00016781334714745683,4.108158088965009e-05,8.432055313150095e-05,4.739715305360809e-05,9.630793181380702e-05,9.522970636206951e-05,8.291212791763372e-05,6.506442729969144e-05,4.175274834483148e-05,6.080676298668961e-05,7.580183278525035e-05
HRET,8.197440182231113e-05,9.947785825015719e-05,8.637959240576058e-05,0.00012343003470104063,3.0190202764389518e-05,7.927823004680273e-05,9.145634199985349e-05,6.71317672119247e-05,0.00011041099999396676,0.00012133268131216867,7.991967334238636e-05,8.015472462966573e-05,7.175787424455315e-05,5.704419557572658e-05,8.852441921199278e-05,0.0004973220198476567,6.59740801187013e-05,0.00010249266472905603,2.8228859971614568e-05,3.320107446738742e-05,7.489374744518593e-05,0.00010728901796790536,5.1192043258950404e-05,6.810050265371545e-05,6.0057964634628155e-05,4.121650972101702e-05,2.4380977371701157e-05,6.02060430188209e-05,8.856030105870225e-05,7.702266203678564e-05,0.0001083486492594076,5.2725750698180465e-05,7.899222436026946e-05,0.0001021720196529074,0.00011397174068369802,5.451780297460302e-05,6.65228927564622e-05,5.4749196587232604e-05,5.0028011162788056e-05,8.85788087775777e-05,0.00014938592460091082,5.1752058771840505e-05,7.177750415826672e-05,4.291808551669476e-05,5.967326978436254e-05,0.00010771854369761071,7.942330795035055e-05,6.389822849617705e-05,3.657538729804464e-05,3.5842871903873496e-05,6.790513332124221e-05
ANSO,8.036493071862846e-05,9.630585156885679e-05,8.013367274231036e-05,8.221929643494383e-05,3.728635961066992e-05,0.00012663736662671654,6.473812869696152e-05,5.996429707816503e-05,8.169074302303471e-05,9.896190512024548e-05,8.342284928939241e-05,5.95133768034148e-05,8.25534858421423e-05,9.331713284773036e-05,8.707725509243506e-05,6.59740801187013e-05,0.0004068904444145879,8.672163943901049e-05,3.91243129964719e-05,0.00012766635843953068,7.343409838846583e-05,5.049042027030287e-05,4.671743755829044e-05,5.54272846153381e-05,6.650761541692538e-05,4.761856670040281e-05,7.709153849710103e-05,0.00011786856865252182,8.532528898740824e-05,7.146642789763796e-05,9.573872827871386e-05,3.85815561031858e-05,4.364408711634791e-05,9.6483414883673e-05,9.52895335903178e-05,5.122603184809994e-05,3.991669335061552e-05,5.4576171044240885e-05,4.213273748187048e-05,8.725644814660703e-05,0.0001392042230225458,4.8672859453770485e-05,6.460149110877129e-05,5.248430679497224e-05,8.05885143509475e-05,9.603682915234916e-05,8.435115595804195e-05,7.466351302654118e-05,3.34386626346207e-05,8.519335001880414e-05,7.068200579359622e-05
DIHO,8.909502786931494e-05,6.243432668944375e-05,9.191679310249444e-05,7.404410584173961e-05,6.543412590050356e-05,9.692476098830739e-05,5.6589252152092984e-05,6.30983552745585e-05,6.931932634307976e-05,8.399459101344255e-05,8.872745022823695e-05,5.3596855788628215e-05,8.795178168257109e-05,5.733208343193634e-05,7.501027009874005e-05,0.00010249266472905603,8.672163943901049e-05,0.0004389267972689365,7.655824260513107e-05,0.00013137472414394006,4.446186859954451e-05,8.473199228164429e-05,5.735083939124918e-05,8.72296603490402e-05,7.15191877692544e-05,7.128612018194482e-05,8.731942685777311e-05,5.534926211660011e-05,7.31337883236375e-05,0.00010400244431127043,0.00015700189860508258,9.642259532736484e-05,4.377910140490985e-05,8.33650424896843e-05,6.1082380190225e-05,7.348992014345813e-05,8.756005745673732e-05,0.00013334156150783424,0.0001342296543563774,0.0001177575681560038,0.0001254981789459234,6.616827451695346e-05,5.469413707896264e-05,7.428090241720727e-05,6.595432314468285e-05,8.902370202400958e-05,7.533894521874303e-05,9.382569664674356e-05,6.242880635569145e-05,5.789641978233095e-05,0.00012763186159325202
RTTH,0.00011855889697605886,7.105649420903689e-05,8.587894584551638e-05,5.077637503463776e-05,5.8607870779955774e-05,0.00012451633279754378,-2.736204699174281e-07,4.850553774085688e-05,6.108372701382166e-05,5.620398537294666e-05,5.032814768412993e-05,8.409588800447349e-05,0.0001651390956176743,6.429958396982779e-05,5.777530543621162e-05,2.8228859971614568e-05,3.91243129964719e-05,7.655824260513107e-05,0.0010286728899550023,0.00015307070487801947,7.886042277493041e-05,0.000264188376884407,0.00010635386295768672,7.507650785953436e-05,0.00025770214267419804,0.00024041652788885388,7.22593872893401e-05,6.485868087918457e-05,6.835950222242666e-05,0.00011171630435001539,0.0002627772388392308,0.00011231227344599618,6.190745920676764e-05,3.668196748560567e-05,2.266021092886878e-05,0.0002388203950876784,6.697143715193574e-05,0.0002829642587396436,0.00010939756735892913,9.852736224819542e-05,5.9164134486998304e-05,6.952106511479364e-05,4.253170848077119e-05,6.891635484318938e-05,5.947818798105686e-05,6.853103783599185e-05,5.302689033493475e-05,0.00014519244476855978,3.7532802693203686e-05,9.34590475820485e-05,0.0001298930508655489
SPLZ,0.00011777774312809463,6.420267616818104e-05,6.941314287234108e-05,7.411000045751463e-05,7.526031198707304e-05,0.0001065066862006487,7.514612705297291e-05,5.853117528494729e-05,9.174294735782559e-05,0.00011043547200559095,0.0001075317479226037,5.943718757744493e-05,0.0002103715343003687,0.00010434677373895498,6.844668210379017e-05,3.320107446738742e-05,0.00012766635843953068,0.00013137472414394006,0.00015307070487801947,0.000651013985032202,9.598876112854901e-05,0.00016002218821714113,0.0001276278063381722,0.00012985387132084572,0.00012790096052703366,9.169274482931394e-05,0.00013804470142792622,8.77994395369077e-05,8.843876914092819e-05,0.00013954533794024974,0.00017326141924580034,9.94406000627402e-05,7.576443180930241e-05,9.636680465032447e-05,0.00010120703952219936,7.704846174714014e-05,9.100384356567578e-05,0.00015077223120843778,0.0001504002832175224,0.00019841601336731437,0.0001161198984718403,9.314924106846128e-05,6.835640672040721e-05,8.384456582890994e-05,8.40261819957853e-05,8.489043976285613e-05,7.840349038939084e-05,0.00015797047835827346,8.853573891764133e-05,0.00018222764630069398,0.00020119263721593764
NWIG,8.026101284222924e-05,9.993696322697e-05,6.706804386236727e-05,6.978831305629908e-05,5.9421183975424385e-05,9.487615096151063e-05,7.646784118233026e-05,5.2247223330689414e-05,9.860524612100682e-05,0.00010571250252041815,7.610280636156693e-05,9.465544785201957e-05,6.744725849483576e-05,8.498484651457935e-05,0.00011574178338764244,7.489374744518593e-05,7.343409838846583e-05,4.446186859954451e-05,7.886042277493041e-05,9.598876112854901e-05,0.00044945008504928473,5.547464526512688e-05,5.068228216507225e-05,7.422065003882843e-05,6.068509380995259e-05,5.4767396113891856e-05,5.3590457558337424e-05,0.00010258842823734224,0.00010998113490148209,5.8440447797098795e-05,6.406540386182214e-05,4.7908536714709984e-05,4.6107628062631875e-05,8.503336204734349e-05,0.0001216149206046355,6.46230812792528e-05,8.114714558743405e-05,5.5517736206580105e-05,1.734341671632545e-05,7.859439984058749e-05,0.00011014453342353601,4.785571794876279e-05,6.491690623777021e-05,5.4372486573320874e-05,0.00010433534112433556,0.00012890650022300243,9.336539322072971e-05,5.683159890104015e-05,3.502464321833193e-05,6.229700300893044e-05,9.694436555791932e-05
MMBT,0.0001667551347813853,9.976926266929636e-05,8.76224686963361e-05,4.7206894260919616e-05,5.980573721575352e-05,2.1982560146350467e-05,1.997964279534044e-05,8.530197325824048e-05,0.0001398330047045321,0.00010211138206727066,9.622440492769544e-05,4.058697822474265e-05,0.00012052325929648675,5.102015585297978e-05,7.047789444882803e-05,0.00010728901796790536,5.049042027030287e-05,8.473199228164429e-05,0.000264188376884407,0.00016002218821714113,5.547464526512688e-05,0.0016927514849176515,0.0001236144427087771,8.063989910899328e-05,0.00030205191862820656,0.0002591972660715097,9.885323651072213e-06,8.18572254366614e-05,9.009296366475183e-05,7.493418310864608e-05,0.0003682966380535434,8.639583218604543e-05,5.86891387114752e-05,1.7778818351574092e-05,7.366279804293669e-05,0.00041168595804375117,8.294834608941439e-05,0.00039785297670105773,6.813148056527429e-05,0.00014311660372223772,9.609280333532345e-05,0.00010092518131172543,1.6840290548247938e-05,7.531718853554825e-05,5.709514176248441e-05,8.173672449409229e-05,7.369785832960704e-05,6.982942950453286e-05,2.788722970834898e-05,0.00012711712014112895,5.257368806351326e-05
MDGI,8.96040119339004e-05,8.203063222737486e-05,5.8274993511383336e-05,4.7523211432644164e-05,6.0217843661499585e-05,9.30959014443699e-05,4.846282963149481e-05,5.790973283789293e-05,7.564100389712241e-05,5.03735785939612e-05,8.913560724485434e-05,8.341649314944247e-05,7.366166888921622e-05,5.845852784602519e-05,4.968411291409659e-05,5.1192043258950404e-05,4.671743755829044e-05,5.735083939124918e-05,0.00010635386295768672,0.0001276278063381722,5.068228216507225e-05,0.0001236144427087771,0.00044967073439162477,8.475407138529108e-05,0.00011212903427912049,9.238664456658224e-05,5.893598338971856e-05,6.400044282868354e-05,7.860603638103069e-05,0.00010380335815412266,0.00012362065124454417,0.00010255828275418034,4.160075744486503e-05,6.798172933765723e-05,6.667356258204786e-05,0.00013781558817093026,5.836259165182998e-05,0.0001353096406522779,0.00013493099011537994,0.00011611769354260938,6.0942088256128155e-05,5.7778056359257025e-05,2.9609716627718952e-05,0.00010346284516738331,8.523534964473345e-05,8.732180095800745e-05,5.976681024181435e-05,9.632202429272078e-05,3.80650035342996e-05,8.651489997035518e-05,0.00010080793310716774
AGVF,8.404904396101274e-05,8.827546424003883e-05,5.686874344222115e-05,6.797182377045786e-05,8.567328149382499e-05,9.47761955422029e-05,6.857379445093454e-05,5.147902832346726e-05,6.526565314312997e-05,8.214826224153104e-05,5.316957628274867e-05,8.617583767073735e-05,7.066388473656875e-05,6.915522760896412e-05,7.579752750613688e-05,6.810050265371545e-05,5.54272846153381e-05,8.72296603490402e-05,7.507650785953436e-05,0.00012985387132084572,7.422065003882843e-05,8.063989910899328e-05,8.475407138529108e-05,0.00038883142306077236,7.077232397624429e-05,9.67731633450664e-05,8.82036597632709e-05,5.679610449559325e-05,8.749214919459707e-05,8.55498843520984e-05,0.0001436455938508543,7.455499492417516e-05,6.510486546856235e-05,7.675970221203063e-05,8.842577797170475e-05,7.062378951437268e-05,7.058076873157878e-05,0.00014299197976487213,0.00012534989174089203,0.00011765186131387066,6.022052770788263e-05,6.127842342829394e-05,4.507933354839005e-05,6.020467619287364e-05,6.365034866383949e-05,7.60813638542543e-05,7.450848031553284e-05,9.011597379342495e-05,3.412856939511173e-05,9.355144859895745e-05,0.0001149529248044019
